step,rot-y_single-bin_with_pos_enc,rot-y_tricosine_with_pos_enc
0,0.5184474587440491,0.514799177646637
1,0.4715733826160431,0.4557076096534729
2,0.41410791873931885,0.4030498266220093
3,0.3762640357017517,0.36939841508865356
4,0.34415072202682495,0.34097719192504883
5,0.32406190037727356,0.3162393867969513
6,0.3049965798854828,0.2980538010597229
7,0.28549525141716003,0.27813565731048584
8,0.2664185166358948,0.25035151839256287
9,0.25155285000801086,0.2295449823141098
10,0.23187905550003052,0.19609911739826202
11,0.20055866241455078,0.16988499462604523
12,0.1708531379699707,0.14898909628391266
13,0.15555861592292786,0.13485212624073029
14,0.12953726947307587,0.1144777312874794
15,0.11497560888528824,0.10016879439353943
16,0.09799551218748093,0.09578156471252441
17,0.09096068143844604,0.08377540856599808
18,0.11350774765014648,0.0719563215970993
19,0.0734831765294075,0.06102084740996361
20,0.06953892856836319,0.061435699462890625
21,0.06718103587627411,0.058218590915203094
22,0.06880258023738861,0.08469975739717484
23,0.05626221373677254,0.07000214606523514
24,0.048438191413879395,0.06064785644412041
25,0.06674529612064362,0.04198189452290535
26,0.04253034666180611,0.05645068734884262
27,0.03584432974457741,0.05202118307352066
28,0.04493755102157593,0.047727085649967194
29,0.04978388920426369,0.04577414318919182
30,0.037608351558446884,0.03175966069102287
31,0.037020888179540634,0.02701359987258911
32,0.0540175698697567,0.02800225280225277
33,0.028850894421339035,0.031936146318912506
34,0.031115688383579254,0.03908330947160721
35,0.03252720832824707,0.034762192517519
36,0.030313456431031227,0.027766278013586998
37,0.030566595494747162,0.026986490935087204
38,0.0298234224319458,0.03705243393778801
39,0.031657181680202484,0.024335958063602448
40,0.0298311710357666,0.024372708052396774
41,0.04318074882030487,0.02805987000465393
42,0.03396302089095116,0.03197963163256645
43,0.03204477205872536,0.019923226907849312
44,0.044857706874608994,0.022028425708413124
45,0.022139130160212517,0.021764669567346573
46,0.019915595650672913,0.018804283812642097
47,0.018209176138043404,0.021811828017234802
48,0.02179943397641182,0.022738711908459663
49,0.023381168022751808,0.024597270414233208
50,0.03295963630080223,0.02336309291422367
51,0.024334359914064407,0.02850559912621975
52,0.017392411828041077,0.021160980686545372
53,0.02226928435266018,0.020042408257722855
54,0.02183220535516739,0.018999557942152023
55,0.02187538333237171,0.016389040276408195
56,0.022676149383187294,0.02046029083430767
57,0.029443342238664627,0.018234187737107277
58,0.016126055270433426,0.017772922292351723
59,0.01829379051923752,0.02080548368394375
60,0.02136377803981304,0.01668667234480381
61,0.017617180943489075,0.01303642988204956
62,0.014825316146016121,0.02118167094886303
63,0.018557650968432426,0.017345614731311798
64,0.02599746733903885,0.013564799912273884
65,0.019067218527197838,0.01254743430763483
66,0.01666824147105217,0.020264113321900368
67,0.01547351572662592,0.015856368467211723
68,0.016389723867177963,0.016044892370700836
69,0.015427169390022755,0.01383983064442873
70,0.01529749296605587,0.01083699706941843
71,0.017362017184495926,0.0589444674551487
72,0.024625660851597786,0.028273390606045723
73,0.015119004063308239,0.016501452773809433
74,0.013472403399646282,0.01268282625824213
75,0.012603718787431717,0.01102281454950571
76,0.017466170713305473,0.010829572565853596
77,0.01572555862367153,0.010034679435193539
78,0.0136650325730443,0.01369120366871357
79,0.01213579811155796,0.010743323713541031
80,0.023458033800125122,0.010639132931828499
81,0.015183388255536556,0.017199642956256866
82,0.010648544877767563,0.014086942188441753
83,0.011591319926083088,0.012065197341144085
84,0.017331009730696678,0.011337104253470898
85,0.012700527906417847,0.011130772531032562
86,0.010863824747502804,0.014538935385644436
87,0.01708102412521839,0.015924684703350067
88,0.01519015897065401,0.012490171007812023
89,0.013147921301424503,0.009570535272359848
90,0.010452006943523884,0.015555928461253643
91,0.013497067615389824,0.01779227703809738
92,0.01416314672678709,0.016168154776096344
93,0.012125177308917046,0.011051509529352188
94,0.010188112035393715,0.009676710702478886
95,0.011657116934657097,0.012051807716488838
96,0.012722537852823734,0.010768063366413116
97,0.010952242650091648,0.015180829912424088
98,0.012630262412130833,0.011353857815265656
99,0.012429894879460335,0.008863753639161587
